id_bat;len_occ_brat;len_occ_db;miss_db;miss_brat;miss_all;max_nomen;miss_nomen_db;miss_area;miss_nomen_brat;nomen_brat;nomen_db;geometry
96111;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152080.339999997 172144.780842422, 152080.549999997 172145.250842423, 152083.581999997 172151.962842424, 152092.247999997 172148.017842423, 152088.999999997 172140.854842424, 152088.440999997 172141.108842423, 152080.339999997 172144.780842422))
30909;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152028.321999997 172839.01684242, 152029.659999997 172837.83084242, 152030.869999997 172836.710842419, 152027.009999997 172832.560842419, 152026.037999997 172833.44284242, 152024.968999997 172834.365842421, 152017.806999997 172840.55384242, 152017.201999997 172841.167842421, 152021.135999997 172845.382842421, 152028.321999997 172839.01684242))
57476;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152315.669999997 172905.655842422, 152327.469999997 172905.54484242, 152327.469999997 172899.193420475, 152315.815271752 172899.236316589, 152315.621999997 172899.237842419, 152315.669999997 172905.655842422))
37265;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152315.096871066 172678.068266841, 152315.148114256 172684.595431956, 152315.849999997 172684.587842421, 152326.799999997 172684.493842422, 152326.779999997 172678.022842421, 152317.429999997 172678.078842421, 152315.096871066 172678.068266841))
3240;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151999.999999997 172818.630842422, 152007.535999997 172811.402842421, 152009.539999997 172809.48084242, 152009.471999997 172808.959842419, 152009.171999997 172808.017842422, 152008.691999997 172807.207842421, 152008.094999997 172806.566842419, 152007.444999997 172806.098842421, 152006.718999997 172805.759842421, 152005.769999997 172805.540842421, 152004.112999997 172807.081842422, 152003.266999997 172807.868842421, 151999.999999997 172810.90784242, 151996.234999997 172814.40884242, 151996.711999997 172814.90884242, 151999.999999997 172818.630842422))
70351;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152323.469999997 172546.196842422, 152323.499999997 172552.690842422, 152331.128999997 172552.597842421, 152331.119999997 172546.144842423, 152323.469999997 172546.196842422))
68310;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152315.096871066 172678.068266841, 152317.429999997 172678.078842421, 152326.779999997 172678.022842421, 152326.769999997 172677.637842422, 152326.750999997 172671.352842421, 152317.397999997 172671.397842421, 152317.390471755 172671.798665497, 152315.047550438 172671.785990343, 152315.096871066 172678.068266841))
93456;1;0;1;0;1;1;['04'];77.56;[];['04'];[];POLYGON ((152116.750999997 172315.278842423, 152124.942899822 172311.022643805, 152121.184999997 172303.571842422, 152112.836999997 172307.999842423, 152116.750999997 172315.278842423))
32990;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152315.452999997 172697.664842422, 152315.371999997 172704.723842423, 152318.794999997 172704.767842422, 152318.824999997 172704.217842421, 152326.887999997 172704.18284242, 152326.859999997 172697.50384242, 152317.412998053 172697.637178733, 152315.452999997 172697.664842422))
40507;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152315.815271752 172899.236316589, 152327.469999997 172899.193420475, 152327.469999997 172892.54084242, 152318.229999997 172892.540842419, 152315.753191476 172892.563700781, 152315.815271752 172899.236316589))
30597;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152293.725999997 172547.170842421, 152293.833999997 172555.050842422, 152300.208999997 172555.020842422, 152300.190999997 172547.160842421, 152293.725999997 172547.170842421))
43677;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152318.839999997 172718.852842421, 152326.859999997 172718.89884242, 152326.850999997 172712.150842421, 152318.692450257 172712.214698847, 152318.698998094 172712.757047157, 152314.868972171 172712.752001663, 152314.859308297 172718.851410821, 152318.839999997 172718.852842421))
92216;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152097.609999997 172185.680842421, 152097.949999997 172186.430842422, 152100.869999997 172192.780842423, 152102.499999997 172192.030842423, 152110.086999997 172188.516842424, 152106.954999997 172181.581842424, 152097.609999997 172185.680842421))
67858;2;1;1;0;1;2;['07'];78.58;[];['07', '01'];['01'];POLYGON ((152082.257999997 172978.201842421, 152084.814999997 172983.118842419, 152093.044171658 172979.050966934, 152097.124583565 172977.033922178, 152097.939999997 172976.63084242, 152099.259999997 172975.810842419, 152098.609999997 172974.42084242, 152096.549999997 172975.360842421, 152095.679999997 172973.68084242, 152094.259999997 172974.37084242, 152093.449999997 172972.800842419, 152093.399999997 172972.640842419, 152082.257999997 172978.201842421))
76131;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152298.231999997 172618.890842422, 152298.247168254 172628.590730664, 152298.737055142 172628.592729975, 152298.665922982 172630.895345803, 152304.842598162 172630.838725323, 152304.889911983 172628.663156484, 152304.929999997 172626.819842421, 152304.851999997 172618.88084242, 152298.231999997 172618.890842422))
83355;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152101.216999997 172168.865842423, 152098.324999997 172162.481842424, 152090.733999997 172165.813842423, 152093.702999997 172172.294842423, 152101.216999997 172168.865842423))
42018;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152030.366999997 172860.383842421, 152029.429999997 172861.23684242, 152033.418999997 172865.42584242, 152033.75579686 172865.110069213, 152041.135281254 172858.191229651, 152043.078999997 172856.36884242, 152041.621999997 172854.75984242, 152042.798999997 172853.695842421, 152040.589999997 172851.326842422, 152038.413109162 172853.255444622, 152037.517160849 172854.049204171, 152030.366999997 172860.383842421))
9675;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152010.818999997 172831.245842421, 152010.309999997 172831.704842419, 152014.337999997 172835.944842421, 152022.119999997 172829.25084242, 152024.629999997 172826.820842421, 152024.499999997 172826.690842421, 152020.805969797 172822.721286338, 152018.854555411 172824.38695087, 152018.063523471 172825.06215028, 152010.818999997 172831.245842421))
18706;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152300.190999997 172547.160842421, 152300.208999997 172555.020842422, 152306.451999997 172555.000842422, 152306.728999997 172554.990842422, 152306.710999997 172547.150842421, 152300.190999997 172547.160842421))
1184;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152318.839999997 172718.852842421, 152318.839999997 172719.069842421, 152318.879999997 172725.39884242, 152326.869999997 172725.352842421, 152326.859999997 172718.89884242, 152318.839999997 172718.852842421))
11363;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152287.160999997 172555.070842423, 152293.833999997 172555.050842422, 152293.725999997 172547.170842421, 152287.178999997 172547.190842422, 152287.160999997 172555.070842423))
82245;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152322.319999997 172539.685842422, 152322.319999997 172539.809842422, 152322.327999997 172542.161842423, 152323.457999997 172542.261842421, 152323.469999997 172546.196842422, 152331.119999997 172546.144842423, 152331.109999997 172539.755842421, 152322.319999997 172539.685842422))
52677;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152323.619999997 172640.638842423, 152323.649999997 172647.149842422, 152331.659999997 172647.121842421, 152331.639999997 172640.592842421, 152323.619999997 172640.638842423))
55771;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152323.579999997 172627.531842421, 152323.579999997 172627.679842423, 152323.599999997 172634.115842421, 152331.609999997 172634.025842422, 152331.589999997 172627.559842423, 152323.579999997 172627.531842421))
71794;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152084.814999997 172983.118842419, 152087.604999997 172988.48384242, 152096.114923339 172984.19148804, 152097.989999997 172983.33084242, 152098.879999997 172982.92084242, 152098.789999997 172982.73084242, 152097.219999997 172979.590842421, 152098.949999997 172978.680842419, 152097.939999997 172976.63084242, 152097.124583565 172977.033922178, 152093.044171658 172979.050966934, 152084.814999997 172983.118842419))
67482;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152061.049999997 172936.070842422, 152071.269999997 172930.91084242, 152068.542999997 172925.516842421, 152068.380999997 172925.603842421, 152058.383999997 172930.94884242, 152061.049999997 172936.070842422))
67518;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152007.137999997 172826.824842419, 152006.892999997 172827.038842419, 152008.975999997 172829.27184242, 152008.439999997 172829.840842421, 152009.979999997 172831.490842422, 152010.547999997 172830.95484242, 152010.818999997 172831.245842421, 152018.063523471 172825.06215028, 152018.854555411 172824.38695087, 152020.805969797 172822.721286338, 152021.279032997 172822.304422898, 152017.238166833 172818.143464014, 152007.137999997 172826.824842419))
92108;2;2;1;1;2;2;['03'];81.26;['16'];['01', '03'];['16', '01'];POLYGON ((152135.137999997 172244.547842423, 152135.519999997 172245.110842423, 152134.729999997 172245.640842423, 152138.229999997 172250.860842423, 152140.429999997 172249.380842422, 152140.693999997 172249.723842423, 152147.665999997 172245.044842423, 152143.403999997 172238.712842423, 152136.555750247 172243.547047273, 152135.137999997 172244.547842423))
29386;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152321.539999997 172774.611842421, 152329.539999997 172774.629842421, 152329.539999997 172768.090842421, 152321.497999997 172768.081842421, 152321.472586986 172768.689645879, 152318.423563431 172768.616788835, 152318.447830456 172774.549422087, 152321.539999997 172774.611842421))
27733;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152323.599999997 172634.115842421, 152323.619999997 172640.638842423, 152331.639999997 172640.592842421, 152331.609999997 172634.025842422, 152323.599999997 172634.115842421))
90739;1;0;1;0;1;1;['01'];52.59;[];['01'];[];POLYGON ((152069.889999997 172898.750842421, 152073.529999997 172902.750842419, 152079.139999997 172897.960842418, 152078.879999997 172897.510842421, 152075.259999997 172891.230842421, 152069.889999997 172898.750842421))
86103;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152300.129999997 172605.400842422, 152306.804999997 172605.400842422, 152306.714999997 172597.460842421, 152300.129999997 172597.450842422, 152300.129999997 172605.400842422))
95680;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152323.379999997 172583.596842423, 152323.409999997 172590.100842421, 152331.469999997 172590.100842421, 152331.439999997 172583.524842422, 152323.379999997 172583.596842423))
39464;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152293.861999997 172584.820842421, 152300.539999997 172584.809842422, 152300.529999997 172576.800842422, 152293.897999997 172576.830842421, 152293.861999997 172584.820842421))
42379;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152306.714999997 172597.460842421, 152306.804999997 172605.400842422, 152313.499999997 172605.391842422, 152313.499999997 172597.470842421, 152307.109999997 172597.46084242, 152306.714999997 172597.460842421))
23964;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152316.845104635 172815.634084167, 152316.866654915 172822.074654823, 152320.529999997 172822.016842421, 152329.619999997 172821.93484242, 152329.589999997 172815.470842421, 152320.06987432 172815.592780021, 152316.845104635 172815.634084167))
30002;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152032.100999997 172843.248842421, 152031.322999997 172843.93984242, 152024.206999997 172850.25484242, 152023.395999997 172851.04284242, 152023.927999997 172851.629842421, 152023.989999997 172852.950842422, 152024.749999997 172853.620842421, 152026.033999997 172853.90484242, 152027.278999997 172855.245842421, 152035.273999997 172848.464842422, 152037.129999997 172846.89084242, 152037.629999997 172846.380842421, 152037.489999997 172846.23084242, 152033.599999997 172842.06084242, 152033.529999997 172841.98084242, 152032.100999997 172843.248842421))
23528;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152027.278999997 172855.245842421, 152026.389999997 172856.123842421, 152028.182999997 172858.04484242, 152028.424999997 172859.25584242, 152028.628999997 172859.47484242, 152029.820999997 172859.798842422, 152030.366999997 172860.383842421, 152037.517160849 172854.049204171, 152038.413109162 172853.255444622, 152040.589999997 172851.326842422, 152040.949999997 172850.990842421, 152037.129999997 172846.89084242, 152035.274253005 172848.464770563, 152027.278999997 172855.245842421))
18448;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152066.513239317 172946.995296759, 152068.989999997 172951.900842421, 152082.059999997 172944.950842419, 152081.179999997 172942.94084242, 152081.439999997 172942.820842421, 152079.959999997 172939.82084242, 152066.513239317 172946.995296759))
1538;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152068.542999997 172925.516842421, 152065.619999997 172920.020842421, 152055.619999997 172925.48284242, 152057.029999997 172927.950842421, 152058.331999997 172930.84784242, 152058.383999997 172930.94884242, 152068.380999997 172925.603842421, 152068.542999997 172925.516842421))
23044;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((152059.945923954 172906.066378646, 152060.152133472 172906.898174376, 152058.170235774 172907.970552091, 152057.076525148 172907.67935578, 152055.406141323 172904.517105731, 152047.173051692 172908.981717446, 152047.233609801 172909.102062029, 152050.171999997 172914.83484242, 152062.009999997 172908.63084242, 152063.569999997 172907.88084242, 152059.945923954 172906.066378646))
80603;0;0;0;0;0;0;[];0.0;[];[];[];POLYGON ((153933.109772108 172272.993467974, 153935.341910552 172274.874234783, 153937.051899639 172272.84477937, 153938.488525758 172271.139757582, 153936.256387314 172269.258990774, 153935.961284893 172269.60922529, 153933.109772108 172272.993467974))
65447;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153301.369999996 172020.520842423, 153303.689999996 172021.430842424, 153305.859999996 172015.980842424, 153303.65507117 172014.884520923, 153303.151962974 172016.125479882, 153301.369999996 172020.520842423))
67344;1;0;1;0;1;1;['01'];18.0;[];['01'];[];POLYGON ((153535.929999995 172080.300842422, 153539.639999996 172083.060842423, 153540.174999995 172082.329842423, 153541.879999996 172080.000842425, 153538.895999995 172077.695842424, 153538.189999995 172077.150842423, 153535.929999995 172080.300842422))
39494;2;1;1;0;1;2;['05'];88.0;[];['05', '01'];['01'];POLYGON ((153304.099999996 172100.450842424, 153309.049999996 172102.430842423, 153310.037295773 172099.91068342, 153311.646640871 172095.802689006, 153314.283699441 172089.071365876, 153315.039999996 172087.140842422, 153312.069999996 172086.000842422, 153310.900999996 172085.529842423, 153309.580999996 172086.375842424, 153309.059999996 172087.440842424, 153307.702739858 172091.000913873, 153307.464735834 172091.625194588, 153304.099999996 172100.450842424))
78850;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153325.869999996 172109.160842424, 153330.909999996 172111.180842423, 153334.631451313 172101.839623713, 153336.166482699 172097.98653988, 153336.849999996 172096.270842422, 153331.679999996 172094.250842423, 153330.905642473 172096.238049081, 153329.60895761 172099.565686137, 153327.013744475 172106.225690929, 153325.869999996 172109.160842424))
55988;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153518.839999995 172137.350842422, 153519.119999996 172137.560842423, 153529.879999995 172145.426842423, 153533.859999995 172139.680842423, 153526.152234498 172134.075350865, 153524.880999995 172133.150842424, 153523.239999996 172135.420842422, 153521.269999995 172133.990842423, 153518.839999995 172137.350842422))
62873;1;0;1;0;1;1;['01'];458.0;[];['01'];[];POLYGON ((153471.269999996 172072.730842425, 153474.799999996 172074.490842423, 153479.939999996 172078.210842423, 153505.010000001 172096.360842424, 153518.235258563 172105.941201549, 153519.559999996 172106.900842424, 153528.599999995 172113.440842424, 153532.408999995 172108.174842422, 153475.139999996 172066.750842424, 153471.269999996 172072.730842425))
48115;1;1;0;0;0;1;[];0.0;[];['05'];['05'];POLYGON ((153798.779999995 172285.640842422, 153799.059999995 172285.81084242, 153799.869999995 172286.320842423, 153800.679999995 172286.830842423, 153801.499999995 172287.330842424, 153802.849999995 172288.070842423, 153804.229999995 172288.770842421, 153805.629999995 172289.410842423, 153806.829999995 172289.920842422, 153808.049999995 172290.380842423, 153809.289999995 172290.790842422, 153810.469999995 172291.130842422, 153811.669999995 172291.420842422, 153812.879999995 172291.670842423, 153813.689999995 172291.820842423, 153814.509999995 172291.950842422, 153815.329999995 172292.080842423, 153825.029999995 172268.460842423, 153824.839999995 172268.360842423, 153812.919999995 172263.630842424, 153808.540950812 172261.893901126, 153798.779999995 172285.640842422))
40770;1;2;0;1;1;2;[];0.0;['03'];['01'];['01', '03'];POLYGON ((153042.479999996 172570.510842421, 153067.599999996 172585.950842422, 153076.359999996 172571.58084242, 153051.519999996 172556.380842422, 153042.479999996 172570.510842421))
43973;3;2;1;0;1;3;['04'];248.0;[];['04', '05', '01'];['05', '01'];POLYGON ((153067.599999996 172585.950842422, 153091.956888471 172600.929007203, 153092.663999996 172601.363842422, 153092.869999996 172601.027842421, 153100.383999996 172588.787842421, 153101.499999996 172586.970842421, 153076.359999996 172571.58084242, 153067.599999996 172585.950842422))
57234;1;0;1;0;1;1;['05'];499.0;[];['05'];[];POLYGON ((153455.259999996 172123.110842424, 153455.509999996 172123.210842423, 153461.189999996 172125.430842422, 153479.939999996 172078.210842423, 153474.799999996 172074.490842423, 153471.269999996 172072.730842425, 153465.792999996 172081.100842424, 153457.713999996 172101.706842423, 153462.949999996 172103.770842422, 153456.426999996 172120.174842424, 153455.404999996 172122.745842423, 153455.259999996 172123.110842424))
63153;2;2;1;1;2;2;['07'];150.0;['03'];['07', '01'];['01', '03'];POLYGON ((153016.686999996 172554.706842422, 153022.508999996 172558.225842421, 153042.479999996 172570.510842421, 153051.519999996 172556.380842422, 153051.183860417 172556.175070259, 153031.930847753 172544.389091115, 153026.14957527 172540.850010864, 153016.686999996 172554.706842422))
86292;1;0;1;0;1;1;['05'];569.0;[];['05'];[];POLYGON ((153422.00555108 172124.306030886, 153425.359999996 172125.630842423, 153427.389999996 172120.490842423, 153434.419999996 172123.250842424, 153434.579999996 172123.320842423, 153440.259999996 172109.380842423, 153445.209999996 172096.790842423, 153453.959999996 172073.890842423, 153440.989999996 172078.440842425, 153440.029999996 172078.770842423, 153435.812086442 172089.425652584, 153422.433999996 172123.219842424, 153422.00555108 172124.306030886))
40812;1;0;1;0;1;1;['05'];29.0;[];['05'];[];POLYGON ((153252.681999996 172075.779842424, 153253.602999996 172078.387842422, 153254.569999996 172078.811842423, 153258.516616996 172069.024215424, 153255.664999996 172067.952842422, 153252.681999996 172075.779842424))
62713;1;0;1;0;1;1;['01'];29.0;[];['01'];[];POLYGON ((153494.390999996 172053.984842424, 153499.462999996 172058.092842424, 153502.124999996 172054.805842424, 153497.063999996 172050.360842423, 153494.979999996 172053.140842422, 153494.390999996 172053.984842424))
16811;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153378.889999996 172000.000842424, 153378.049999996 172001.210842424, 153378.179999996 172002.380842424, 153384.289999996 172006.780842423, 153384.709999996 172008.380842423, 153388.749999996 172007.530842423, 153391.709999996 172009.560842424, 153394.119999996 172006.160842424, 153390.059999996 172003.280842423, 153388.127915778 172001.938207627, 153385.339999996 172000.000842423, 153380.979999996 171996.970842423, 153378.889999996 172000.000842424))
81062;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153268.018965996 172044.344870424, 153276.838138257 172047.820311408, 153281.94 172049.830842423, 153284.209999996 172044.200842424, 153278.489999996 172041.900842423, 153270.236779996 172038.573248424, 153268.018965996 172044.344870424))
35953;1;0;1;0;1;1;['01'];34.0;[];['01'];[];POLYGON ((153302.089999996 172074.230842424, 153305.499999996 172075.540842422, 153307.459999996 172070.470842424, 153308.959999996 172066.720842422, 153305.569999996 172065.420842425, 153303.349999996 172070.960842424, 153302.089999996 172074.230842424))
6722;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153265.905706996 172049.886548423, 153274.721207639 172053.438204196, 153277.879999996 172054.710842424, 153280.379999996 172055.740842423, 153282.489999996 172050.030842423, 153281.939999996 172049.830842423, 153276.838138257 172047.820311408, 153268.018965996 172044.344870424, 153265.905706996 172049.886548423))
15457;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153336.757999997 172011.489842424, 153336.732999999 172011.525842425, 153334.939999994 172014.120842424, 153336.838099997 172015.447442425, 153336.052999999 172016.551142422, 153336.5746 172016.896142423, 153333.8849 172020.833442426, 153336.178999994 172022.404742424, 153341.789999995 172014.570842424, 153346.209999997 172008.280842424, 153346.069999996 172007.230842424, 153341.749999996 172004.270842423, 153339.288999993 172007.829842424, 153336.861599993 172011.339942425, 153336.757999997 172011.489842424))
52124;1;0;1;0;1;1;['05'];745.0;[];['05'];[];POLYGON ((153445.209999996 172096.790842423, 153451.899999996 172099.430842422, 153457.039999996 172101.440842424, 153457.714361561 172101.706707473, 153465.793073878 172081.101083603, 153471.269999996 172072.730842425, 153475.139999996 172066.750842424, 153479.209999996 172060.170842423, 153477.889999996 172059.220842422, 153481.44 172053.460842424, 153474.889999996 172049.420842424, 153471.19 172047.040842424, 153467.929999996 172052.110842424, 153453.959999996 172073.890842423, 153445.209999996 172096.790842423))
13133;2;1;1;0;1;2;['03'];1062.0;[];['05', '03'];['05'];POLYGON ((153403.169999996 172119.290842424, 153414.089999996 172123.620842422, 153415.348999996 172120.447842425, 153422.433999996 172123.219842424, 153435.812086442 172089.425652584, 153440.029999996 172078.770842423, 153424.979999996 172084.050842423, 153415.879999996 172087.240842422, 153403.169999996 172119.290842424))
93607;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153293.299999996 172096.120842423, 153298.839999996 172098.340842424, 153302.427194159 172089.265692404, 153304.18191046 172084.826480874, 153305.19999999 172082.250842424, 153302.041220655 172081.068650577, 153301.306880549 172082.748720297, 153299.036121854 172081.855424177, 153298.449333375 172083.314734714, 153296.913194695 172087.13502677, 153293.299999996 172096.120842423))
89808;2;2;0;0;0;2;[];0.0;[];['05', '01'];['05', '01'];POLYGON ((153267.329999996 172085.960842423, 153271.789999996 172087.690842425, 153275.348380882 172078.900394762, 153276.877786502 172075.122226973, 153279.209999996 172069.360842423, 153274.459999996 172067.490842423, 153272.531759713 172072.485877211, 153272.193851738 172073.361215261, 153270.729327874 172077.155009898, 153267.329999996 172085.960842423))
40634;1;0;1;0;1;1;['01'];60.0;[];['01'];[];POLYGON ((153535.979999995 172075.570842424, 153538.189999995 172077.150842423, 153538.895999995 172077.695842424, 153541.879999996 172080.000842425, 153543.293999995 172081.016842424, 153544.242999995 172081.667842423, 153547.261999995 172083.737842424, 153550.951999995 172078.776842423, 153548.498999996 172076.949842424, 153546.853999995 172079.157842423, 153540.939999996 172074.750842424, 153541.226999995 172074.351842424, 153538.252999995 172072.200842422, 153537.379999996 172073.490842423, 153535.979999995 172075.570842424))
92371;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153261.195157996 172062.066700423, 153269.023454175 172065.277346615, 153270.221711266 172065.768791941, 153272.859999996 172066.850842423, 153273.559999996 172064.790842423, 153275.859999996 172064.540842424, 153277.129999996 172060.810842422, 153275.629999996 172060.190842424, 153271.591662574 172058.602489106, 153263.682670996 172055.491735423, 153261.195157996 172062.066700423))
1200;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153309.049999996 172102.430842423, 153314.259999996 172104.510842424, 153315.270269737 172101.917873545, 153316.845651304 172097.874482744, 153319.465963736 172090.918340351, 153320.006486374 172089.483415114, 153320.81179792 172087.345554866, 153317.396063728 172085.969950582, 153316.758392682 172087.553338204, 153315.119999996 172086.920842423, 153315.039999996 172087.140842422, 153314.283699441 172089.071365876, 153311.646640871 172095.802689006, 153310.037295773 172099.91068342, 153309.049999996 172102.430842423))
92677;2;3;0;1;1;3;[];0.0;['03'];['05', '01'];['05', '01', '03'];POLYGON ((153858.996999996 172310.451342423, 153859.077199998 172310.250042425, 153860.618999998 172306.339842426, 153862.645699995 172301.198342426, 153879.126999992 172259.392842423, 153870.079999993 172255.770842423, 153853.331999997 172297.526542422, 153851.309099997 172302.669442425, 153849.770599994 172306.580942424, 153849.690399992 172306.782342424, 153850.784199993 172307.21354242, 153852.471099998 172307.878542421, 153853.763099993 172308.387942422, 153853.985499995 172308.475642425, 153855.672299998 172309.140642423, 153856.678899998 172309.537442423, 153858.365799996 172310.20254242, 153858.531899999 172310.268042425, 153858.996999996 172310.451342423))
36933;2;1;1;0;1;2;['01'];200.0;[];['01', '16'];['16'];POLYGON ((153474.899999996 172155.340842422, 153480.769999996 172157.720842423, 153476.209999996 172168.810842422, 153487.039999996 172173.120842424, 153492.889999996 172158.280842423, 153496.759999996 172148.630842423, 153500.429999996 172141.430842422, 153503.029999996 172136.330842423, 153503.359999996 172135.750842424, 153507.259999996 172128.800842424, 153510.879999996 172122.360842424, 153513.719999996 172117.290842424, 153516.659999995 172112.070842424, 153519.559999996 172106.900842424, 153518.235258563 172105.941201549, 153505.010000001 172096.360842424, 153490.969999996 172131.800842424, 153485.399999996 172129.590842424, 153483.579999996 172134.180842423, 153474.899999996 172155.340842422))
2651;2;2;0;0;0;2;[];0.0;[];['05', '01'];['05', '01'];POLYGON ((153320.789999996 172107.130842422, 153325.869999996 172109.160842424, 153327.013744475 172106.225690929, 153329.60895761 172099.565686137, 153330.905642473 172096.238049081, 153331.679999996 172094.250842423, 153332.685999996 172091.730842423, 153327.763999996 172089.771842423, 153325.860125132 172094.51078188, 153325.01917459 172096.603993872, 153323.976459333 172099.199418904, 153322.005733386 172104.104757548, 153320.789999996 172107.130842422))
72894;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((153505.019077725 172157.702940814, 153515.610678203 172164.583379126, 153517.839999996 172161.350842423, 153507.379999996 172154.260842423, 153507.259999996 172154.440842424, 153505.019077725 172157.702940814))
38803;2;2;0;0;0;2;[];0.0;[];['05', '01'];['05', '01'];POLYGON ((153271.789999996 172087.690842425, 153276.479999996 172089.520842423, 153280.167820663 172080.325113888, 153281.763082219 172076.347265303, 153284.219999996 172070.220842423, 153279.679999996 172068.420842422, 153279.209999996 172069.360842423, 153276.877786502 172075.122226973, 153275.348380882 172078.900394762, 153271.789999996 172087.690842425))
97264;1;1;0;0;0;1;[];0.0;[];['05'];['05'];POLYGON ((153461.189999996 172125.430842422, 153462.359999996 172125.890842423, 153464.029999996 172126.540842425, 153467.239999996 172127.790842422, 153472.249999996 172129.750842424, 153477.999999996 172131.990842424, 153483.219999996 172134.030842423, 153483.579999996 172134.180842423, 153485.399999996 172129.590842424, 153490.969999996 172131.800842424, 153505.009999996 172096.360842424, 153479.939999996 172078.210842423, 153461.189999996 172125.430842422))
458;3;2;1;0;1;3;['03'];712.0;[];['05', '01', '03'];['05', '01'];POLYGON ((153748.975235721 172262.185397801, 153752.202164074 172263.480823705, 153750.589999995 172267.500842421, 153773.569999995 172276.420842422, 153798.709999995 172286.670842421, 153799.059999995 172285.81084242, 153798.779999995 172285.640842422, 153808.540950812 172261.893901126, 153803.969999995 172260.080842423, 153793.116575839 172255.771394597, 153760.520001553 172242.760843029, 153760.129999995 172243.720842423, 153756.367274086 172253.099399569, 153753.14244187 172251.804815143, 153748.975235721 172262.185397801))
25460;2;2;2;2;4;2;['04', '03'];2011.0;['05', '01'];['04', '03'];['05', '01'];POLYGON ((153485.579999996 172024.280842423, 153485.709999996 172024.370842424, 153509.199999996 172041.890842423, 153537.889999996 172063.280842423, 153546.500999996 172069.708842424, 153553.759999995 172075.000842423, 153559.317999995 172078.919842424, 153571.899999995 172088.000842424, 153582.229999995 172073.850842423, 153568.739999995 172065.100842423, 153565.339999995 172069.700842423, 153545.149999995 172054.750842424, 153547.507216374 172051.278650216, 153521.275999996 172034.140842424, 153492.929999996 172015.510842424, 153491.799999996 172014.800842424, 153485.579999996 172024.280842423))
